latitude,longitude,temperature,pressure,humidity,wind_direction,wind_speed,cloud_cover,precipitation
54.296991,19.223132,8.1,999.2,81.0,268.0,4.4,8.0,0.0
54.288818,19.435813,6.8,999.3,85.0,250.0,4.3,8.0,0.0
54.280246,19.648404,6.5,999.2,85.0,268.0,4.2,8.0,0.0
54.271273,19.860902,6.9,999.1,84.0,274.0,3.7,8.0,0.0
54.2619,20.073302,6.4,999.0,86.0,288.0,4.9,8.0,0.0
54.252127,20.2856,6.8,998.8,86.0,256.0,4.0,8.0,0.0
54.241955,20.497792,6.8,998.6,85.0,241.0,4.5,8.0,0.0
54.231384,20.709873,7.5,998.6,79.0,241.0,4.6,8.0,0.0
54.220415,20.92184,8.4,998.6,74.0,242.0,3.8,8.0,0.0
54.209047,21.133688,8.1,998.7,75.0,247.0,4.0,8.0,0.0
54.197281,21.345413,7.6,998.8,78.0,236.0,4.0,8.0,0.0
54.185118,21.557011,6.9,998.9,82.0,234.0,3.6,8.0,0.0
54.172558,21.768478,6.4,998.9,85.0,220.0,3.7,8.0,0.0
54.159602,21.97981,6.3,999.0,84.0,224.0,2.5,8.0,0.0
54.146249,22.191003,6.3,999.1,82.0,228.0,1.9,8.0,0.0
54.1325,22.402053,5.5,999.2,79.0,235.0,5.0,8.0,0.0
54.118356,22.612955,5.8,999.3,76.0,225.0,3.7,8.0,0.0
54.103817,22.823707,6.0,999.3,75.0,227.0,4.2,8.0,0.0
54.088884,23.034303,6.4,999.4,75.0,230.0,3.9,8.0,0.0
54.073557,23.244741,6.6,999.4,77.0,224.0,4.3,8.0,0.0
54.057837,23.455015,6.8,999.5,78.0,219.0,3.4,8.0,0.0
54.041724,23.665123,6.8,999.6,78.0,223.0,3.3,8.0,0.0
54.025218,23.87506,6.8,999.6,79.0,224.0,2.8,8.0,0.0
54.008321,24.084822,7.4,999.6,79.0,235.0,2.9,8.0,0.0
53.991033,24.294405,8.1,999.5,74.0,225.0,3.2,8.0,0.1
53.973354,24.503807,9.0,999.4,68.0,216.0,3.1,8.0,0.1
53.955285,24.713022,8.6,999.4,65.0,226.0,6.0,8.0,0.1
53.936827,24.922048,9.4,999.4,65.0,216.0,5.1,8.0,0.0
53.91798,25.13088,9.8,999.5,64.0,225.0,4.4,8.0,0.0
53.898744,25.339514,9.9,999.7,64.0,216.0,3.5,8.0,0.0
53.879121,25.547948,9.6,999.8,64.0,220.0,3.6,8.0,0.0
53.859111,25.756177,9.9,999.8,63.0,234.0,2.7,8.0,0.0
53.838715,25.964198,9.8,999.8,63.0,232.0,3.0,8.0,0.0
53.817933,26.172007,9.6,999.9,62.0,230.0,3.0,8.0,0.0
53.796766,26.3796,9.4,1000.0,63.0,232.0,2.5,8.0,0.0
53.775215,26.586974,8.6,1000.0,63.0,229.0,2.7,8.0,0.0
53.75328,26.794126,8.4,1000.1,63.0,228.0,3.0,8.0,0.0
53.730962,27.001051,7.3,1000.2,63.0,240.0,2.7,8.0,0.0
53.708262,27.207747,7.9,1000.3,61.0,249.0,3.6,8.0,0.0
53.68518,27.41421,7.9,1000.3,61.0,257.0,3.6,8.0,0.0
53.661718,27.620437,8.1,1000.3,60.0,263.0,3.9,8.0,0.0
53.726392,1.843889,6.1,1008.0,66.0,35.0,8.5,6.0,0.0
53.750841,2.050153,6.0,1007.9,67.0,35.0,8.2,6.0,0.0
53.77491,2.256664,6.1,1007.7,67.0,34.0,8.1,5.0,0.0
53.798598,2.463419,6.1,1007.6,67.0,33.0,8.1,4.0,0.0
53.821905,2.670414,6.1,1007.4,67.0,33.0,8.2,4.0,0.0
53.84483,2.877645,6.0,1007.3,66.0,33.0,8.2,4.0,0.0
53.867371,3.08511,6.0,1007.2,65.0,32.0,8.0,4.0,0.0
53.889529,3.292804,6.0,1007.1,64.0,31.0,8.3,5.0,0.0
53.911302,3.500725,6.0,1007.0,64.0,30.0,8.1,5.0,0.0
53.932691,3.708868,6.0,1006.9,63.0,31.0,7.7,5.0,0.0
53.953693,3.917231,6.0,1006.8,63.0,30.0,7.9,5.0,0.0
53.974309,4.125809,6.0,1006.7,62.0,28.0,7.9,5.0,0.0
53.994537,4.334598,5.9,1006.6,62.0,26.0,8.0,5.0,0.0
54.014378,4.543596,5.9,1006.5,61.0,24.0,7.8,5.0,0.0
54.03383,4.752798,6.0,1006.4,60.0,23.0,7.8,5.0,0.0
54.052893,4.962202,5.9,1006.4,60.0,22.0,7.8,5.0,0.0
54.071567,5.171802,6.0,1006.3,59.0,22.0,7.9,5.0,0.0
54.08985,5.381595,6.0,1006.2,59.0,19.0,7.9,5.0,0.0
54.107741,5.591578,6.0,1006.1,59.0,17.0,8.1,5.0,0.0
54.125242,5.801746,5.9,1006.0,61.0,15.0,8.2,5.0,0.0
54.14235,6.012096,5.9,1005.9,62.0,12.0,8.2,4.0,0.0
54.159066,6.222624,5.9,1005.7,63.0,9.0,8.5,4.0,0.0
54.175388,6.433326,5.9,1005.6,64.0,8.0,8.7,4.0,0.0
54.191316,6.644199,5.9,1005.5,66.0,5.0,8.7,4.0,0.0
54.20685,6.855237,5.9,1005.3,66.0,2.0,8.6,3.0,0.0
54.22199,7.066438,5.8,1005.2,66.0,359.0,8.6,2.0,0.0
54.236733,7.277797,5.8,1005.0,67.0,356.0,8.6,2.0,0.0
54.251081,7.48931,5.8,1004.9,67.0,351.0,8.5,1.0,0.0
54.265033,7.700973,5.6,1004.8,67.0,347.0,8.4,1.0,0.0
54.278588,7.912783,5.6,1004.6,67.0,344.0,8.5,1.0,0.0
54.291745,8.124735,5.6,1004.5,68.0,340.0,8.4,0.0,0.0
54.304505,8.336824,5.6,1004.3,69.0,337.0,8.5,0.0,0.0
54.316867,8.549048,5.6,1004.1,68.0,331.0,8.8,0.0,0.0
54.32883,8.761402,7.1,1003.8,65.0,327.0,6.2,0.0,0.0
54.340394,8.973881,7.3,1003.6,61.0,325.0,6.1,0.0,0.0
54.351559,9.186482,7.5,1003.4,59.0,315.0,6.4,0.0,0.0
54.362324,9.399201,8.0,1003.1,58.0,310.0,5.4,0.0,0.0
54.37269,9.612032,8.3,1002.9,56.0,310.0,5.0,0.0,0.0
54.382654,9.824973,8.3,1002.7,56.0,305.0,4.5,0.0,0.0
54.392218,10.038018,8.0,1002.6,57.0,303.0,4.7,0.0,0.0
54.401381,10.251165,7.9,1002.5,59.0,301.0,4.8,0.0,0.0
54.410142,10.464407,6.8,1002.5,64.0,299.0,5.8,0.0,0.0
54.418502,10.677742,5.6,1002.5,72.0,291.0,6.5,0.0,0.0
54.426459,10.891164,5.5,1002.4,71.0,292.0,7.1,0.0,0.0
54.434014,11.10467,6.6,1002.3,64.0,289.0,7.0,1.0,0.0
54.441167,11.318256,6.0,1002.1,67.0,291.0,7.5,1.0,0.0
54.447917,11.531916,5.3,1002.0,72.0,288.0,9.0,2.0,0.0
54.454264,11.745647,5.1,1002.0,75.0,283.0,9.5,4.0,0.0
54.460208,11.959445,5.0,1001.9,75.0,277.0,9.6,5.0,0.0
54.465748,12.173305,4.9,1001.8,77.0,272.0,9.7,6.0,0.0
54.470885,12.387222,4.8,1001.7,75.0,268.0,9.5,7.0,0.0
54.475618,12.601193,5.0,1001.5,71.0,268.0,9.6,7.0,0.0
54.479947,12.815212,4.9,1001.4,72.0,268.0,10.2,7.0,0.0
54.483871,13.029277,5.1,1001.3,72.0,268.0,10.4,7.0,0.0
54.487392,13.243381,6.1,1001.3,69.0,270.0,8.1,7.0,0.0
54.490508,13.457522,6.3,1001.1,68.0,275.0,7.7,6.0,0.0
54.49322,13.671694,5.5,1000.9,70.0,275.0,9.0,6.0,0.0
54.495527,13.885894,5.3,1000.9,75.0,278.0,8.6,6.0,0.0
54.49743,14.100116,5.1,1000.8,79.0,280.0,8.4,6.0,0.0
54.498927,14.314357,5.1,1000.8,82.0,275.0,8.1,5.0,0.0
54.50002,14.528612,5.0,1000.8,84.0,280.0,7.6,6.0,0.0
54.500709,14.742876,5.0,1000.7,87.0,282.0,8.8,6.0,0.0
54.500992,14.957146,5.0,1000.6,89.0,280.0,9.2,6.0,0.0
54.50087,15.171416,5.0,1000.6,90.0,278.0,9.4,7.0,0.0
54.500344,15.385683,5.0,1000.5,92.0,276.0,9.4,7.0,0.0
54.499413,15.599943,5.1,1000.5,92.0,272.0,9.6,8.0,0.0
54.498077,15.814189,5.1,1000.4,91.0,270.0,9.6,8.0,0.0
54.496337,16.02842,5.3,1000.3,92.0,271.0,9.8,8.0,0.0
54.494191,16.242629,5.3,1000.2,92.0,270.0,10.0,8.0,0.0
54.491641,16.456812,5.4,1000.2,89.0,263.0,9.4,8.0,0.0
54.488687,16.670966,5.5,1000.1,87.0,263.0,6.6,8.0,0.0
54.485328,16.885086,5.6,999.9,86.0,266.0,5.8,8.0,0.0
54.481565,17.099167,5.9,999.8,87.0,267.0,5.0,8.0,0.0
54.477398,17.313205,5.6,999.7,87.0,265.0,4.4,8.0,0.0
54.472826,17.527196,6.0,999.5,86.0,257.0,5.3,8.0,0.0
54.467851,17.741135,5.8,999.5,86.0,262.0,3.5,8.0,0.1
54.462472,17.955018,5.5,999.5,86.0,268.0,4.3,8.0,0.3
54.45669,18.168841,5.5,999.4,84.0,266.0,5.6,8.0,0.3
54.450504,18.3826,6.3,999.3,82.0,268.0,5.6,8.0,0.2
54.443916,18.596289,7.5,999.1,83.0,275.0,5.5,8.0,0.1
54.436924,18.809905,6.4,999.1,86.0,273.0,4.4,8.0,0.0
54.42953,19.023443,6.1,999.1,87.0,259.0,4.2,8.0,0.0
54.421733,19.2369,6.3,999.1,88.0,259.0,5.3,8.0,0.0
54.413534,19.45027,6.3,999.0,88.0,254.0,5.6,8.0,0.0
54.404933,19.66355,6.4,999.0,87.0,258.0,6.3,8.0,0.0
54.395931,19.876735,6.6,998.9,86.0,264.0,4.2,8.0,0.1
54.386528,20.089821,5.8,998.9,87.0,286.0,4.1,8.0,0.1
54.376723,20.302804,6.8,998.6,89.0,259.0,5.6,8.0,0.1
54.366519,20.51568,6.4,998.5,83.0,256.0,3.3,8.0,0.1
54.355913,20.728444,8.1,998.4,77.0,234.0,4.6,8.0,0.1
54.344908,20.941093,8.1,998.4,76.0,236.0,3.6,8.0,0.1
54.333504,21.153621,7.8,998.6,78.0,245.0,3.7,8.0,0.1
54.3217,21.366026,7.3,998.7,80.0,222.0,3.7,8.0,0.0
54.309498,21.578302,6.9,998.7,82.0,227.0,3.2,8.0,0.0
54.296897,21.790446,6.6,998.8,83.0,238.0,3.7,8.0,0.0
54.283899,22.002453,6.5,998.9,83.0,232.0,2.7,8.0,0.0
54.270503,22.21432,5.9,999.0,83.0,224.0,4.8,8.0,0.0
54.25671,22.426043,5.6,999.1,80.0,221.0,2.7,8.0,0.0
54.24252,22.637616,5.3,999.2,78.0,230.0,3.9,8.0,0.0
54.227935,22.849038,5.3,999.3,77.0,228.0,4.6,8.0,0.0
54.212953,23.060302,5.5,999.3,76.0,232.0,4.6,8.0,0.0
54.197577,23.271406,6.0,999.3,77.0,230.0,4.4,8.0,0.0
54.181806,23.482345,6.3,999.4,78.0,222.0,4.6,8.0,0.0
54.165642,23.693116,6.4,999.4,80.0,215.0,3.3,8.0,0.0
54.149083,23.903714,6.5,999.5,80.0,228.0,2.7,8.0,0.0
54.132132,24.114135,7.3,999.4,76.0,228.0,3.0,8.0,0.0
54.114789,24.324377,8.5,999.3,71.0,226.0,3.2,8.0,0.0
54.097053,24.534434,8.6,999.2,67.0,234.0,3.2,8.0,0.0
54.078927,24.744304,8.9,999.1,65.0,219.0,3.3,8.0,0.1
54.060409,24.953982,9.9,999.1,64.0,207.0,3.5,8.0,0.1
54.041502,25.163464,10.0,999.4,64.0,223.0,3.5,8.0,0.0
54.022206,25.372747,9.5,999.5,64.0,223.0,4.0,8.0,0.0
54.00252,25.581827,9.3,999.6,64.0,222.0,3.6,8.0,0.0
53.982447,25.790701,9.1,999.7,64.0,231.0,3.3,8.0,0.0
53.961986,25.999364,9.3,999.7,65.0,232.0,3.6,8.0,0.0
53.941138,26.207813,9.5,999.7,64.0,237.0,3.2,8.0,0.0
53.919904,26.416044,9.5,999.8,65.0,229.0,2.6,8.0,0.0
53.898285,26.624054,9.0,999.9,65.0,229.0,2.7,8.0,0.0
53.87628,26.83184,7.9,1000.0,65.0,228.0,3.4,8.0,0.0
53.853892,27.039397,6.9,1000.1,65.0,240.0,3.0,8.0,0.0
53.831121,27.246722,7.3,1000.2,63.0,247.0,3.9,8.0,0.0
53.807967,27.453812,7.6,1000.2,62.0,254.0,3.9,8.0,0.0
53.784431,27.660663,8.0,1000.2,62.0,255.0,4.0,8.0,0.0
53.848909,1.801929,6.1,1008.1,68.0,36.0,7.8,6.0,0.0
53.873435,2.008815,6.1,1008.0,69.0,35.0,8.0,6.0,0.0
53.89758,2.215951,6.0,1007.9,68.0,33.0,8.2,5.0,0.0
53.921342,2.423333,6.0,1007.8,66.0,32.0,8.2,5.0,0.0
53.944723,2.630957,6.0,1007.6,65.0,32.0,8.1,4.0,0.0
53.967719,2.83882,6.0,1007.5,65.0,32.0,8.2,4.0,0.0
53.990332,3.046919,6.0,1007.4,64.0,32.0,8.1,5.0,0.0
54.01256,3.25525,5.9,1007.3,63.0,33.0,7.7,6.0,0.0
54.034402,3.463809,6.0,1007.2,62.0,28.0,7.5,6.0,0.0
54.055858,3.672593,6.0,1007.1,62.0,27.0,7.9,6.0,0.0
54.076927,3.881599,6.0,1007.0,62.0,26.0,7.9,6.0,0.0
54.097608,4.090821,5.9,1006.9,61.0,25.0,8.0,6.0,0.0
54.117901,4.300258,5.9,1006.8,61.0,24.0,7.6,6.0,0.0
54.137805,4.509905,5.9,1006.7,60.0,24.0,7.7,6.0,0.0
54.157319,4.719759,5.9,1006.6,59.0,23.0,7.7,6.0,0.0
54.176443,4.929815,6.0,1006.5,59.0,22.0,7.9,6.0,0.0
54.195176,5.14007,6.0,1006.4,59.0,20.0,7.9,5.0,0.0
54.213518,5.350521,6.0,1006.3,59.0,18.0,8.1,5.0,0.0
54.231467,5.561162,5.9,1006.2,60.0,15.0,8.3,5.0,0.0
54.249023,5.771992,5.9,1006.0,61.0,13.0,8.4,5.0,0.0
54.266187,5.983005,5.9,1005.9,62.0,11.0,8.5,5.0,0.0
54.282956,6.194197,5.9,1005.8,63.0,9.0,8.8,5.0,0.0
54.29933,6.405565,5.9,1005.6,65.0,6.0,8.9,4.0,0.0
54.31531,6.617106,5.9,1005.5,66.0,3.0,9.0,4.0,0.0
54.330894,6.828814,5.9,1005.3,66.0,1.0,8.9,3.0,0.0
54.346082,7.040685,5.8,1005.2,66.0,358.0,8.8,3.0,0.0
54.360874,7.252717,5.8,1005.1,66.0,355.0,8.7,2.0,0.0
54.375268,7.464905,5.6,1004.9,66.0,351.0,8.7,1.0,0.0
54.389265,7.677244,5.6,1004.7,66.0,348.0,8.8,1.0,0.0
54.402863,7.889731,5.6,1004.6,67.0,344.0,8.8,1.0,0.0
54.416064,8.102362,5.5,1004.4,67.0,341.0,8.8,1.0,0.0
54.428865,8.315132,5.5,1004.2,68.0,337.0,9.0,0.0,0.0
54.441267,8.528037,6.0,1004.0,68.0,332.0,8.7,0.0,0.0
54.453269,8.741074,5.8,1003.8,68.0,327.0,8.4,0.0,0.0
54.46487,8.954237,6.4,1003.6,62.0,323.0,8.4,0.0,0.0
54.476071,9.167524,7.4,1003.3,58.0,313.0,5.8,1.0,0.0
54.486872,9.380929,7.9,1003.0,57.0,313.0,5.4,1.0,0.0
54.49727,9.594448,8.0,1002.8,56.0,309.0,5.0,1.0,0.0
54.507267,9.808078,8.0,1002.6,56.0,303.0,4.9,1.0,0.0
54.516862,10.021813,7.0,1002.5,58.0,304.0,5.4,1.0,0.0
54.526055,10.23565,6.0,1002.5,67.0,312.0,4.5,0.0,0.0
54.534845,10.449585,5.6,1002.5,71.0,317.0,6.0,0.0,0.0
54.543232,10.663612,5.5,1002.4,74.0,301.0,7.9,0.0,0.0
54.551215,10.877729,5.4,1002.3,73.0,291.0,8.8,1.0,0.0
54.558795,11.091929,5.4,1002.1,69.0,285.0,9.3,1.0,0.0
54.565971,11.30621,5.1,1001.9,67.0,280.0,9.5,2.0,0.0
54.572743,11.520567,5.1,1001.8,69.0,278.0,9.8,4.0,0.0
54.579111,11.734995,5.3,1001.6,68.0,273.0,9.8,5.0,0.0
54.585074,11.94949,5.9,1001.5,68.0,268.0,8.5,7.0,0.0
54.590633,12.164048,5.0,1001.3,71.0,265.0,8.7,7.0,0.0
54.595786,12.378665,4.8,1001.3,74.0,261.0,8.2,7.0,0.0
54.600535,12.593335,4.6,1001.2,76.0,259.0,8.0,7.0,0.0
54.604878,12.808054,4.5,1001.1,78.0,261.0,7.0,7.0,0.0
54.608815,13.022819,4.5,1001.1,78.0,265.0,6.7,6.0,0.0
54.612347,13.237625,5.6,1001.0,72.0,271.0,7.8,6.0,0.0
54.615474,13.452467,5.1,1000.9,72.0,273.0,8.6,5.0,0.0
54.618194,13.66734,4.9,1000.7,75.0,273.0,8.9,5.0,0.0
54.620509,13.882242,4.9,1000.7,78.0,273.0,8.8,4.0,0.0
54.622418,14.097166,5.0,1000.6,79.0,275.0,8.7,5.0,0.0
54.62392,14.312109,4.9,1000.5,81.0,278.0,9.1,5.0,0.0
54.625017,14.527066,5.0,1000.5,82.0,276.0,9.4,5.0,0.0
54.625708,14.742033,5.0,1000.4,85.0,277.0,9.3,5.0,0.0
54.625992,14.957005,5.0,1000.4,88.0,277.0,9.7,6.0,0.0
54.62587,15.171978,5.1,1000.3,90.0,276.0,9.9,6.0,0.0
54.625342,15.386948,5.1,1000.2,91.0,274.0,9.8,7.0,0.0
54.624408,15.60191,5.1,1000.2,91.0,276.0,9.5,8.0,0.0
54.623068,15.816859,5.1,1000.1,91.0,278.0,10.2,8.0,0.0
54.621321,16.031791,5.3,1000.0,91.0,274.0,10.3,8.0,0.0
54.619169,16.246702,5.3,999.9,92.0,268.0,10.1,7.0,0.0
54.616611,16.461587,5.3,999.8,92.0,263.0,9.7,8.0,0.0
54.613647,16.676443,5.3,999.7,92.0,259.0,9.6,8.0,0.0
54.610277,16.891263,5.6,999.6,91.0,257.0,8.3,8.0,0.0
54.606501,17.106045,5.8,999.6,91.0,267.0,5.0,8.0,0.0
54.60232,17.320783,6.0,999.5,90.0,271.0,5.0,8.0,0.0
54.597734,17.535474,6.3,999.3,89.0,269.0,4.1,8.0,0.0
54.592743,17.750112,6.4,999.3,89.0,263.0,4.0,8.0,0.0
54.587346,17.964694,5.8,999.2,87.0,265.0,3.5,8.0,0.0
54.581545,18.179215,6.0,999.2,84.0,266.0,4.1,8.0,0.2
54.575339,18.39367,7.3,999.1,83.0,270.0,3.7,8.0,0.1
54.568729,18.608056,6.5,999.0,87.0,284.0,6.4,8.0,0.0
54.561714,18.822368,5.9,999.0,90.0,277.0,4.3,8.0,0.0
54.554296,19.036601,5.5,998.9,91.0,257.0,4.1,8.0,0.0
54.546474,19.250752,5.4,998.9,91.0,255.0,5.1,8.0,0.0
54.538248,19.464815,5.4,998.9,91.0,257.0,6.2,8.0,0.0
54.529619,19.678787,5.6,998.8,91.0,261.0,6.1,8.0,0.0
54.520588,19.892664,6.3,998.8,88.0,262.0,6.7,8.0,0.1
54.511154,20.106441,6.0,998.8,87.0,260.0,4.3,8.0,0.1
54.501317,20.320113,6.5,998.5,84.0,283.0,4.8,8.0,0.1
54.491079,20.533677,7.6,998.3,79.0,285.0,3.5,8.0,0.1
54.48044,20.747128,7.1,998.4,76.0,255.0,1.9,8.0,0.1
54.469399,20.960463,7.3,998.4,77.0,234.0,2.4,8.0,0.1
54.457957,21.173676,7.3,998.5,80.0,226.0,2.8,8.0,0.1
54.446115,21.386764,7.0,998.5,80.0,234.0,2.6,8.0,0.1
54.433873,21.599722,6.9,998.6,79.0,234.0,3.1,8.0,0.0
54.421232,21.812547,6.4,998.6,79.0,233.0,3.9,8.0,0.0
54.408191,22.025234,6.5,998.7,80.0,234.0,4.6,8.0,0.0
54.394752,22.237779,6.3,998.8,81.0,216.0,3.4,8.0,0.0
54.380914,22.450178,5.4,999.0,79.0,217.0,2.1,8.0,0.0
54.366679,22.662426,5.3,999.1,77.0,222.0,2.3,8.0,0.0
54.352046,22.874521,5.0,999.2,77.0,231.0,4.3,8.0,0.0
54.337017,23.086457,5.8,999.2,76.0,230.0,3.4,8.0,0.0
54.321591,23.298231,6.1,999.2,76.0,248.0,3.8,8.0,0.0
54.30577,23.509839,6.5,999.2,79.0,234.0,4.8,8.0,0.0
54.289553,23.721276,6.3,999.2,79.0,211.0,4.7,8.0,0.0
54.272941,23.93254,6.4,999.3,77.0,226.0,3.5,8.0,0.0
54.255936,24.143625,7.0,999.3,71.0,233.0,4.8,8.0,0.1
54.238537,24.354528,8.3,999.0,67.0,217.0,4.6,8.0,0.1
54.220745,24.565245,9.6,999.0,66.0,235.0,3.8,8.0,0.0
54.20256,24.775773,9.6,998.8,65.0,228.0,3.3,8.0,0.0
54.183983,24.986106,10.1,999.0,64.0,216.0,3.6,8.0,0.1
54.165016,25.196243,9.4,999.3,64.0,218.0,3.9,8.0,0.1
54.145658,25.406178,9.5,999.4,64.0,224.0,2.9,8.0,0.1
54.12591,25.615908,9.0,999.5,64.0,224.0,3.6,8.0,0.0
54.105772,25.825429,8.9,999.6,65.0,231.0,3.0,8.0,0.0
54.085246,26.034738,9.0,999.6,66.0,232.0,3.1,8.0,0.0
54.064332,26.243831,8.9,999.7,65.0,232.0,2.5,8.0,0.0
54.043031,26.452704,8.9,999.7,66.0,240.0,2.5,8.0,0.0
54.021343,26.661354,8.4,999.8,67.0,238.0,2.3,8.0,0.0
53.999269,26.869776,8.1,999.9,67.0,234.0,3.2,8.0,0.0
53.976811,27.077968,7.8,999.9,67.0,240.0,2.7,8.0,0.0
53.953967,27.285926,7.9,1000.0,66.0,247.0,2.6,8.0,0.0
53.93074,27.493646,8.5,1000.0,64.0,256.0,3.6,8.0,0.0
53.907131,27.701125,8.5,1000.0,65.0,256.0,3.4,8.0,0.0
53.971412,1.759723,6.1,1008.3,69.0,32.0,8.3,6.0,0.0
53.996014,1.967235,6.1,1008.2,68.0,33.0,8.3,6.0,0.0
54.020235,2.174999,6.0,1008.0,66.0,32.0,8.1,6.0,0.0
54.044073,2.383011,6.0,1007.9,65.0,32.0,8.1,5.0,0.0
54.067527,2.591268,6.0,1007.8,65.0,31.0,8.3,5.0,0.0
54.090597,2.799766,6.0,1007.6,65.0,30.0,8.4,5.0,0.0
54.113281,3.008502,6.0,1007.5,64.0,28.0,8.3,5.0,0.0
54.135579,3.217473,6.0,1007.4,63.0,26.0,8.0,6.0,0.0
54.157491,3.426674,5.9,1007.3,62.0,26.0,7.9,6.0,0.0
54.179015,3.636102,5.9,1007.2,61.0,24.0,7.7,6.0,0.0
54.200151,3.845754,5.9,1007.1,61.0,25.0,7.8,7.0,0.0
54.220898,4.055626,5.9,1007.0,60.0,24.0,7.4,7.0,0.0
54.241256,4.265713,5.9,1006.9,59.0,24.0,7.6,7.0,0.0
54.261223,4.476013,5.9,1006.8,59.0,24.0,7.7,7.0,0.0
54.2808,4.686521,6.0,1006.7,59.0,22.0,7.7,6.0,0.0
54.299985,4.897235,6.0,1006.6,59.0,20.0,7.6,6.0,0.0
54.318778,5.108149,6.0,1006.5,59.0,19.0,7.8,6.0,0.0
54.337178,5.31926,5.9,1006.4,59.0,18.0,8.1,6.0,0.0
54.355185,5.530564,5.9,1006.3,59.0,14.0,8.5,6.0,0.0
54.372798,5.742058,5.9,1006.1,61.0,12.0,8.5,6.0,0.0
54.390016,5.953738,5.9,1006.0,62.0,11.0,8.7,5.0,0.0
54.406839,6.165598,5.8,1005.9,64.0,9.0,8.8,5.0,0.0
54.423267,6.377637,5.9,1005.7,65.0,6.0,9.0,5.0,0.0
54.439298,6.589849,5.9,1005.6,66.0,3.0,9.1,4.0,0.0
54.454932,6.80223,5.8,1005.4,66.0,1.0,9.1,4.0,0.0
54.470169,7.014777,5.8,1005.3,66.0,358.0,9.0,3.0,0.0
54.485009,7.227486,5.8,1005.1,65.0,355.0,8.9,3.0,0.0
54.49945,7.440352,5.6,1004.9,66.0,352.0,8.9,2.0,0.0
54.513492,7.653371,5.6,1004.7,66.0,348.0,9.1,2.0,0.0
54.527135,7.866539,5.5,1004.6,67.0,343.0,9.0,1.0,0.0
54.540378,8.079853,5.5,1004.4,67.0,340.0,9.0,1.0,0.0
54.55322,8.293307,5.5,1004.2,67.0,335.0,9.2,0.0,0.0
54.565662,8.506898,6.0,1004.0,68.0,329.0,8.9,0.0,0.0
54.577704,8.720621,5.6,1003.8,68.0,331.0,8.5,0.0,0.0
54.589343,8.934473,6.9,1003.5,62.0,316.0,6.9,0.0,0.0
54.600581,9.148449,7.5,1003.2,57.0,315.0,5.7,1.0,0.0
54.611416,9.362545,7.9,1003.0,56.0,314.0,5.0,1.0,0.0
54.621849,9.576756,7.6,1002.8,55.0,310.0,5.1,2.0,0.0
54.631878,9.791079,7.9,1002.6,53.0,310.0,4.9,2.0,0.0
54.641505,10.005508,7.9,1002.5,57.0,315.0,5.0,1.0,0.0
54.650727,10.220041,5.8,1002.5,66.0,315.0,6.9,1.0,0.0
54.659546,10.434671,5.5,1002.4,71.0,300.0,7.5,1.0,0.0
54.66796,10.649396,5.5,1002.2,70.0,298.0,8.1,1.0,0.0
54.67597,10.864211,5.5,1002.1,71.0,297.0,8.8,1.0,0.0
54.683575,11.07911,5.5,1001.9,71.0,296.0,8.9,3.0,0.0
54.690774,11.294091,6.5,1001.7,64.0,290.0,7.7,4.0,0.0
54.697569,11.509148,6.6,1001.5,58.0,290.0,6.4,6.0,0.0
54.703957,11.724277,6.6,1001.3,58.0,289.0,5.9,7.0,0.0
54.70994,11.939475,6.9,1001.1,61.0,291.0,5.8,7.0,0.0
54.715517,12.154735,5.4,1001.1,68.0,290.0,6.5,7.0,0.0
54.720687,12.370055,5.0,1001.0,74.0,287.0,5.9,7.0,0.0
54.725451,12.585428,4.8,1001.0,76.0,277.0,5.9,6.0,0.0
54.729808,12.800852,4.6,1000.9,77.0,266.0,6.1,6.0,0.0
54.733759,13.016322,4.6,1000.8,77.0,266.0,7.0,6.0,0.0
54.737302,13.231833,4.5,1000.7,76.0,265.0,7.7,5.0,0.0
54.740439,13.44738,4.5,1000.6,76.0,264.0,8.3,5.0,0.0
54.743169,13.66296,4.6,1000.5,77.0,265.0,9.1,4.0,0.0
54.745491,13.878567,4.8,1000.4,78.0,267.0,10.0,4.0,0.0
54.747406,14.094198,4.9,1000.3,78.0,270.0,9.9,4.0,0.0
54.748914,14.309847,4.9,1000.3,81.0,270.0,9.7,4.0,0.0
54.750014,14.525511,5.0,1000.2,83.0,271.0,10.0,5.0,0.0
54.750707,14.741185,4.9,1000.2,87.0,271.0,9.1,6.0,0.0
54.750992,14.956864,5.0,1000.1,89.0,277.0,9.6,6.0,0.0
54.75087,15.172544,5.0,1000.0,91.0,273.0,9.9,7.0,0.0
54.75034,15.38822,5.1,1000.0,91.0,272.0,9.3,7.0,0.0
54.749403,15.603889,5.1,999.9,91.0,273.0,9.7,7.0,0.0
54.748058,15.819544,5.1,999.8,91.0,273.0,10.4,8.0,0.0
54.746306,16.035183,5.3,999.7,92.0,273.0,10.7,7.0,0.0
54.744147,16.2508,5.3,999.6,92.0,265.0,9.7,7.0,0.0
54.74158,16.466392,5.3,999.4,93.0,259.0,9.3,8.0,0.0
54.738606,16.681953,5.1,999.4,93.0,255.0,8.2,8.0,0.0
54.735225,16.897478,5.3,999.3,94.0,257.0,7.2,8.0,0.0
54.731437,17.112965,5.4,999.3,94.0,264.0,7.7,8.0,0.0
54.727243,17.328408,6.0,999.2,94.0,262.0,7.0,8.0,0.0
